Codigo,Estacion,Longitud,Latitud,Ciudad,Barrio,Comuna,Corregimiento,Vereda,Fecha_Instalacion,Estado
100138,Camara Nivel Puente Fundadores,-75.49881,6.35797,Copacabana,San Juan,,,,2017-05-05,Activa
100139,Camara SOS Girardota - Fisheye Cielo,-75.45091,6.37904,Girardota,Juan XXIII,,,,2018-03-08,Inactiva
100141,Antena Portachuelo Girardota,-75.47456,6.39146,Girardota,,,,Curazao,1999-01-01,Activa
100142,Antena Portachuelo Girardota,-75.47456,6.39146,Girardota,,,,Curazao,1999-01-01,Inactiva
100144,Camara deprimido Suramericana,-75.57854,6.25336,Medellin,Suramericana,11 Laureles - Estadio,,,2018-03-22,Activa
100145,Antena Deprimido Suramericana,-75.57854,6.25336,Medellin,Suramericana,11 Laureles - Estadio,,,2018-03-22,Activa
100146,Antena Deprimido Bulerias - San Joaquin,-75.58990,6.23951,Medellin,Laureles,11 Laureles - Estadio,,,2018-03-23,Activa
100148,Camara deprimido Bulerias,-75.58990,6.23950,Medellin,Laureles,11 Laureles - Estadio,,,2018-03-23,Activa
100149,Camara deprimido san Juan,-75.60220,6.25027,Medellin,La Alpujarra,10 La Candelaria,,,2018-04-20,Inactiva
100151,Antena S.O.S Girardota-Tasajera,-75.45083,6.48388,Girardota,Girardota,,,,2012-01-01,Activa
100152,Camara EAFIT - Fisheye Cielo,-75.58100,6.20300,Medellin,Poblado,,,,2018-06-25,Activa
100153,Camara AMVA - Fisheye Cielo,-75.57430,6.24215,Medellin,La Alpujarra,10 La Candelaria,,,2018-06-25,Activa
100154,Camara Sabaneta - Fisheye Cielo,-75.62139,6.14564,Sabaneta,,,,,2018-06-25,Activa
100155,Camara Alcaldia la estrella - Fisheye Cielo,-75.64516,6.16080,La Estrella,Horizontes,,,,2018-06-25,Activa
100158,Camara Aula Ambiental - Fisheye Cielo,-75.57253,6.26411,Medellin,El Chagualo,07 Robledo,,,2018-07-23,Activa
100159,Camara Incendio Copacabana,-75.49881,6.35797,Copacabana,Cristo Rey,,,,2018-07-23,Inactiva
100160,Camara Incendio Girardota 1,-75.44380,6.37830,Girardota,Aurelio Mejia,,,Cuchillas,2018-07-23,Inactiva
100161,Camara Incendio Girardota 2,-75.44380,6.37830,Girardota,Aurelio Mejia,,,,2018-07-23,Inactiva
100163,Camara Incendio Itagui,-75.64410,6.16810,Itagui,Ditaires,,,,2018-08-16,Inactiva
100165,Antena GOES,-75.57971,6.19603,Medellin,Aguacatala,14 El Poblado,,,2018-08-21,Activa
100170,IRGASON Altavista CEDEPRO,-75.63624,6.21959,Medellin,,,,,2020-08-14,Activa
100171,Antena Irgason Jesus Maria Valle – La Candelaria,-75.58216,6.30065,Medellin,Picacho,06 Doce de Octubre,,,2020-08-10,Activa
100172,Ceilometro Jesus Maria Valle,-75.58216,6.30065,Medellin,,,,,2020-02-19,Activa
100173,Camara 360 Axis,-75.58864,6.25922,Medellin,La Iguana,07 Robledo,,,2018-12-13,Activa
100174,Camara Edificio Babilonia Interior,-75.61661,6.16889,Itagui,Las Mercedes,,,,2018-08-03,Inactiva
100175,Camara Edificio Babilonia Exterior,-75.61636,6.16821,Itagui,Las Mercedes,,,,2018-08-03,Inactiva
100176,Antena Isagen,-75.55919,6.21377,Medellin,Las lomas No2,14 El Poblado,,,2018-10-04,Activa
100177,Antena Eafit Bloque 38,-75.57859,6.20159,Medellin,Aguacatala,14 El Poblado,,,2018-10-04,Activa
100178,Antena Radar Vientos,-75.58991,6.22933,Medellin,Belen Las Playas,16 Belen,,,2018-10-04,Activa
100179,Antena Sectorial Amapolita,-75.53831,6.28695,Medellin,Carpinelo,01 Popular,,,2018-10-04,Activa
100180,Antena Feria Ganado,-75.56134,6.30288,Medellin,Belalcazar,05 Castilla,,,2018-10-04,Activa
100181,Antena Bloque 38-19,-75.57859,6.20159,Medellin,Aguacatala,14 El Poblado,,,2018-10-04,Activa
100185,Antena Radar Meteo,-75.52877,6.19074,Envigado,,,90 Santa Elena,El Plan,2018-10-04,Activa
100186,Antena Radar Meteo,-75.52877,6.19074,Envigado,,,90 Santa Elena,El Plan,2018-10-04,Activa
100187,Antena Torre Siata,-75.58869,6.25923,Medellin,Estadio,11 Laureles - Estadio,,,2018-10-04,Activa
100189,Antena Sectorial Megacolegio,-75.58580,6.31042,Bello,Paris,Comuna 01,,,2018-10-23,Activa
100190,Antena Sanin RadarMeteo,-75.54511,6.20323,Medellin,Poblado,14 El Poblado,,,2018-10-21,Activa
100191,Antena RadarMeteo Sanin,-75.58994,6.22939,Medellin,,,,,2018-10-21,Activa
100192,Camara deslizamiento Sanin,-75.58864,6.25923,Medellin,Poblado,14 El Poblado,,,2018-10-21,Inactiva
100193,Camara Capa Limite La Estrella,-75.64516,6.16080,La Estrella,Pueblo viejo,,,,2017-10-11,Activa
100194,Camara Capa Limite Santo Domingo,-75.53819,6.28710,Medellin,Carpinelo,01 Popular,,,2019-01-21,Activa
100195,Camara Deprimido Feria de Ganado,-75.56178,6.30416,Medellin,La toscana,05 Castilla,,,2019-01-21,Activa
100196,Camara Deprimido San Juan,-75.57549,6.24650,Medellin,La Alpujarra,10 La Candelaria,,,2019-01-21,Activa
100197,Camara Deprimido San Juan con la 80,-75.60228,6.25056,Medellin,La america,12 La America,,,2019-01-21,Activa
100198,Camara Deslizamiento La Sanin,-75.54517,6.20338,Medellin,poblado,14 El Poblado,,,2019-01-21,Inactiva
100199,Camara Deslizamiento Palmitas,-75.69653,6.36045,Medellin,,,50 Palmitas,Palmitas - Sector Central,2019-01-21,Activa
100200,Camara Ituango Descarga,-75.65580,7.14130,Ituango,,,,,2019-01-21,Activa
100201,Camara Ituango Embalse,-75.65580,7.14130,Ituango,,,,,2019-01-21,Activa
100202,Camara Ituango Subestacion 500,-75.65580,7.14130,Ituango,,,,,2019-01-21,Activa
100203,Camara Color Rio PIS,-75.63229,6.11934,La Estrella,La tablaza,,,Juan XIII,2019-01-21,Activa
100204,Antena Litebeam Federico Carrasquilla,-75.54927,6.29722,Medellin,Popular,01 Popular,,,2019-03-29,Activa
100205,Antena Repetidora Yarumal Cerro Marconi,-75.40819,6.98147,Yarumal,,,,,2019-03-29,Inactiva
100206,Camara termica FLIR Torre Siata,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,2019-04-05,Inactiva
100207,Antena Litebeam Puerto Triunfo 1,-74.64150,5.86831,Puerto Triunfo,Sector Central,,,,2019-04-09,Activa
100208,Antena Litebeam Puerto Triunfo 2,-74.64150,5.86831,Puerto Triunfo,Sector Central,,,,2019-04-09,Activa
100210,Camara Asuncion Copacabana,-75.51372,6.34591,Copacabana,La Asuncion,,,,2019-04-22,Activa
100213,Alcaldia La Estrella SotanoA,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100214,Alcaldia La Estrella Piso3B,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100215,Antena CamaraArgos - PosteArgos,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,2020-10-15,Activa
100217,Antena Tres Aguas - Tablaza,-75.63536,6.09628,Caldas,,,,La Miel,2019-05-08,Activa
100218,Antena Tablaza - Tres Aguas,-75.63679,6.11856,La Estrella,,,,La Tablaza,2019-05-08,Activa
100219,Antena Tres Aguas - IE Joaquin Aristizabal,-75.63536,6.09628,Caldas,,,,La Miel,2019-05-08,Activa
100221,Antena IE Joaquin Aristizabal - Tres Aguas,-75.63744,6.09322,Caldas,La Docena,,,,2019-05-08,Activa
100230,Antena Aguas Frias Poste - Aguas Frias Nivel,-75.64017,6.23311,Medellin,,,70 Altavista,Aguas Frias,2019-05-28,Activa
100231,Antena Aguas Frias Nivel - Aguas Frias Poste,-75.63967,6.23148,Medellin,,,70 Altavista,Aguas Frias,2019-05-28,Activa
100232,Antena Aguas Frias Poste - Joaquin Vallejo,-75.64017,6.23311,Medellin,,,70 Altavista,Aguas Frias,2019-05-28,Activa
100233,Antena Joaquin Vallejo - Aguas Frias Poste,-75.54270,6.25513,Medellin,La Ladera,08 Villa Hermosa,,,2019-05-28,Activa
100234,Camara  Nivel La Raya,-75.64041,6.11199,La Estrella,,,,La Raya,2019-05-30,Activa
100235,Camara  incendio 2 Copacabana,-75.50523,6.34580,Copacabana,,,,,2019-06-04,Activa
100236,Antena  Frontera Sur - Casa Cultura Tablaza,-75.63861,6.11110,La Estrella,,,,La Raya,2019-06-04,Activa
100237,Antena  Casa Cultura Tablaza - Frontera Sur,-75.63651,6.11838,La Estrella,,,,,2019-06-04,Activa
100238,Antena  Frontera Sur - Nivel la raya,-75.63861,6.11110,La Estrella,,,,La Raya,2019-06-04,Activa
100239,Antena  Nivel la raya - Frontera Sur,-75.64113,6.11189,La Estrella,,,,,2019-06-04,Activa
100240,Antena Pluvio Bomberos - Alcaldia la Estrella,-75.60088,6.16663,Envigado,Las Vegas,,,,2019-06-07,Activa
100241,Antena Alcaldia la Estrella - Pluvio Bomberos,-75.64162,6.15814,La Estrella,El Dorado,,,,2019-06-07,Activa
100242,Antena  Comfama Entrada - Comfama Parqueadero,-75.48223,6.37752,Copacabana,,,,El Totumo ,2019-06-14,Activa
100244,Antena  Comfama Entrada - Portachuelo,-75.48187,6.37332,Girardota,,,,El Totumo,2019-06-14,Activa
100245,Camara  Comfama Girardota,-75.48187,6.37332,Girardota,,,Ancon Norte,,2019-06-14,Inactiva
100246,Camara deslizamiento Salinas caldas,-75.66264,6.04833,Caldas,,,,Salinas,2019-06-18,Activa
100247,Camara termica eafit bloque 38 - IR,-75.57836,6.20170,Medellin,Aguacatala,14 El Poblado,,,2019-06-18,Activa
100248,Antena thiess Parque de las Aguas,-75.41871,6.40661,Barbosa,,,,Filo Verde,2019-06-21,Activa
100249,Antena Jorge Eliecer Gaitan - I.E Reino de Belgica,-75.55840,6.33708,Bello,,,,,2019-06-21,Activa
100250,Antena I.E Reino de Belgica - Jorge Eliecer Gaitan,-75.53973,6.28473,Medellin,Maria Cano Carambolas,03 Manrique,,,2019-06-21,Activa
100251,Antena I.E Reino de Belgica - Amapolita,-75.53973,6.28473,Medellin,Maria Cano Carambolas,03 Manrique,,,2019-06-21,Activa
100252,Antena Amapolita - I.E Reino de Belgica,-75.53819,6.28710,Medellin,Carpinelo,01 Popular,,,2019-06-21,Activa
100253,Camara Parque de las Aguas Sur,-75.41871,6.40661,Barbosa,,,,Filo Verde,2019-06-21,Activa
100254,Camara Parque de las Aguas Norte,-75.41871,6.40661,Barbosa,,,,Filo Verde,2019-06-21,Activa
100255,Camara Megacolegio Paris,-75.58497,6.31016,Bello,Paris,Comuna 01,,,2019-06-21,Activa
100256,Camara incendio eafit bloque 38,-75.57836,6.20170,Medellin,Aguacatala,14 El Poblado,,,2019-06-25,Activa
100257,Camara Seguridad Metro Estrella,-75.62749,6.15231,Sabaneta,Ancon Sur,,,,2019-07-10,Activa
100258,Camara deslizamiento Sabaneta,-75.61105,6.13071,Sabaneta,,,,La Doctora,2019-08-08,Activa
100261,Ceilometro Federico Carrasquilla,-75.54927,6.29722,Medellin,,,,,2019-08-24,Activa
100262,Camara Nivel Iguana,-75.60524,6.27631,Medellin,Fuente Clara,07 Robledo,,,2019-08-14,Activa
100263,Antena Joaquin Vallejo - Iguana,-75.54273,6.25513,Medellin,,,,,2019-08-14,Activa
100264,Antena Torre siata - Eafit bloque 19,-75.58890,6.25890,Medellin,,,,,2019-09-16,Activa
100265,Antena Eafit bloque 19 - Torre siata,-75.57966,6.19797,Medellin,,,,,2019-09-16,Activa
100266,Camara Alcaldia Estrella,-75.64162,6.15814,La Estrella,El Dorado,,,,2019-09-16,Activa
100267,Camara Tres Aguas Noroccidente,-75.63536,6.09628,Caldas,,,,La Miel,2019-09-16,Activa
100268,Camara Tres Aguas Este,-75.63536,6.09628,Caldas,,,,La Miel,2019-09-16,Activa
100269,TDR Ancon 2,-75.48100,6.37768,Copacabana,,,,,2019-09-16,Activa
100271,Camara seguridad I.E Federico Carrasquilla,-75.54927,6.29722,Medellin,Popular,01 Popular,,,2019-09-24,Inactiva
100274,Camara deslizamiento Andalucia Caldas,-75.62404,6.08964,Caldas,,,,La Corrala,2019-10-10,Activa
100275,Antena deslizamiento Andalucia -  La Raya,-75.62392,6.08969,Caldas,,,,,2019-10-10,Activa
100276,Antena la raya - deslizamiento andalucia,-75.63861,6.11110,La Estrella,,,,,2019-09-17,Activa
100279,Camara deslizamiento manga arriba,-75.46113,6.35240,Girardota,,,,Manga Arriba,2019-09-17,Inactiva
100280,Antena manga arriba - Portachuelo,-75.45114,6.35238,Girardota,,,,,2019-10-11,Activa
100281,Antena Portachuelo - manga arriba,-75.47456,6.39146,Girardota,,,,,2019-10-11,Activa
100282,Antena Megacolegio Paris - Laguna Quitasol ,-75.58580,6.31042,Bello,,,,,2019-10-11,Activa
100285,Alcaldia La Estrella Piso3A,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100294,Camara Atalaya 1,-75.60166,6.20650,Medellin,El Rincon,16 Belen,,,2019-10-31,Inactiva
100295,Camara Atalaya 2,-75.60166,6.20650,Medellin,El Rincon,16 Belen,,,2019-10-31,Inactiva
100296,Camara Atalaya 3,-75.60166,6.20650,Medellin,El Rincon,16 Belen,,,2019-10-31,Inactiva
100302,Camara - Deslizamiento Ancon Norte,-75.58864,6.25922,Medellin,,,,,2020-08-10,Inactiva
100303,Camara Jerico 2,-75.78843,5.79340,Jerico,,,,,2019-11-05,Activa
100304,Camara Jerico 1,-75.78861,5.79293,Jerico,,,,,2019-11-05,Activa
100305,TDR Montanita,-75.66434,6.18993,Medellin,San Antonio de Prado,,,,2019-11-20,Inactiva
100309,Camara axis 360 2 ,-75.58990,6.22930,Medellin,,15 Guayabal,,,2019-12-03,Activa
100310,Camara termica serie f,-75.58990,6.22930,Medellin,,15 Guayabal,,,2019-12-03,Activa
100312,Antena Poste Camara Pan Azucar TDR Pan Azucar,-75.63152,6.13869,Sabaneta,,,,Pan de Azucar,2019-12-26,Activa
100313,TDR Pueblo Viejo,-75.63797,6.14019,La Estrella,,,,,2019-12-26,Inactiva
100319,Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - Posicionador,-75.50475,6.34536,Copacabana,Cristo Rey,,,,2020-01-07,Activa
100320,Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - IR,-75.50475,6.34536,Copacabana,Cristo Rey,,,,2020-01-07,Activa
100321,Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - CCTV,-75.50475,6.34536,Copacabana,Cristo Rey,,,,2020-01-07,Activa
100325,Camara Termica Viva Envigado - Envigado - CCTV,-75.59093,6.17665,Envigado,,,,,2020-01-15,Activa
100326,Camara Termica Viva Envigado - Envigado - IR,-75.59093,6.17665,Envigado,,,,,2020-01-15,Activa
100327,Camara Termica Viva Envigado - Itagui - CCTV,-75.59106,6.17687,Envigado,,,,,2020-01-15,Activa
100328,Camara Termica Viva Envigado - Itagui - IR,-75.59106,6.17687,Envigado,,,,,2020-01-15,Activa
100332,Antena Alcaldia estrella Acelero Tanque epm,-75.64171,6.15817,La Estrella,Centro,,,,2019-12-23,Activa
100333,Antena Acelero Tanque epm Alcaldia estrella,-75.65087,6.15874,La Estrella,,,,,2019-12-23,Activa
100335,Drone DJI Matrice 600 Pro ,-75.58864,6.25922,Medellin,,,,,2019-12-23,Activa
100336,Camara termica eafit bloque 38 – CCTV,-75.57836,6.20170,Medellin,Aguacatala,14 El Poblado,,,2020-01-07,Activa
100337,Antena Portachuelo  Ciudadela la vida,-75.47441,6.39147,Girardota,,,,Portachuelo,2019-12-23,Activa
100350,Camara Bomberos San Antonio 1,-75.64146,6.18374,Medellin,,,,,2020-02-14,Activa
100351,Camara Bomberos San Antonio 2,-75.64146,6.18374,Medellin,,,,,2020-02-14,Activa
100354,Camara Bomberos Sabaneta,-75.61644,6.15609,Sabaneta,,,,,2019-12-23,Activa
100358,Antena auxiliar viva envigado,-75.59237,6.17531,Envigado,,,,,2019-12-23,Activa
100359,Antena Viva Envigado Itagui,-75.59237,6.17531,Envigado,,,,,2019-12-23,Activa
100360,Antena Deslizamiento Pan de Azucar Alcaldia Estrella,-75.63153,6.13862,La Estrella,,,,,2019-12-23,Activa
100364,Antena - Acelero Ancon Sur - Sectorial Sur,-75.63490,6.14946,La Estrella,,,,,2019-12-23,Inactiva
100365,Antena - Acelero Girardota - NONE,-75.44900,6.37400,Girardota,,,,,2020-03-31,Activa
100366,Antena - Acelero Itagui - NONE,-75.62200,6.16400,Itagui,,,,,2019-12-23,Activa
100370,Antena - Alcaldia Estrella - Sectorial Sur,-75.64162,6.15814,La Estrella,,,,,2019-12-23,Activa
100373,Antena - Anemometro 3D La Candelaria - NONE,-75.54263,6.29368,Medellin,,,,,2019-12-23,Activa
100376,Antena - Camara Ancor Sur - NONE,-75.63490,6.14946,La Estrella,,,,,2019-12-23,Activa
100377,Antena - Camara Termica Itagui - NONE,-75.64410,6.16810,Itagui,,,,,2019-12-23,Inactiva
100378,Antena - Casa Cultura Tablaza - Radar Meteo,-75.63679,6.11856,La Estrella,,,,,2019-12-23,Activa
100379,Antena - Colegio CASD - La Candelaria,-75.57518,6.29764,Medellin,,,,,2020-06-08,Activa
100386,Antena - Poste La Raya 2 - Deslizamiento Andalucia,-75.64818,6.11386,La Estrella,,,,,2019-12-23,Activa
100397,Camara - San Cristobal,-75.65159,6.29647,Medellin,,,60 San Cristobal,El Llano,2020-09-12,Inactiva
100398,Camara Incendio Ciudadela La Vida,-75.50475,6.34536,Copacabana,Cristo Rey,,,Cabuyal,2019-12-23,Activa
100399,Camara Nivel Eafit Bloque 19,-75.57977,6.19778,Medellin,,,,,2020-03-31,Activa
100401,Camara Monaco lidar eafit,-75.57883,6.19941,Medellin,La Aguacatala,14 El Poblado,,,2019-02-21,Inactiva
100402,Camara Oriente Torre SIATA,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2019-12-23,Activa
100403,Camara Noroccidente Torre SIATA,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2019-12-23,Activa
100404,Camara Termica I.E Jorge Eliecer Gaitan - CCTV  ,-75.55840,6.33708,Bello,,,,,2020-03-31,Activa
100405,Camara Termica I.E Jorge Eliecer Gaitan - IR,-75.55840,6.33708,Bello,,,,,2019-12-23,Activa
100452,Antena - Depobuses - Portachuelo,-75.48100,6.37768,Copacabana,,,,,2020-06-19,Activa
100453,Antena - Portachuelo - Depobuses,-75.47456,6.39146,Girardota,,,,,2020-06-19,Activa
100455,Camara Nivel Hatillo,-75.39381,6.41249,Barbosa,,,,Hatillo,2020-07-21,Activa
100457,TDR Manga arriba,-75.45933,6.35192,Girardota,,,,Manga Arriba,2020-08-04,Inactiva
100460,Antena - Ajizal - Santa Elena,-75.60488,6.19354,Itagui,,,,,2020-08-14,Activa
100463,Camara  AnimalX ,-75.56532,6.22617,Medellin,,,,,2020-08-14,Inactiva
100464,Camara Ajizal,-75.60502,6.19339,Itagui,,,,Ajizal,2020-09-08,Activa
100465,Camara Jerico 3,-75.79086,5.79348,Jerico,,,,,2020-09-23,Activa
100466,Camara Nivel Argos Km1 Medellin-Bogota,-75.54531,6.31734,Bello,,,,,2020-10-10,Activa
100469,Alcaldia La Estrella SotanoB,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100471,Alcaldia La Estrella Piso7A,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100472,Alcaldia La Estrella Piso3C,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100473,Alcaldia La Estrella Piso7B,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100474,Alcaldia La Estrella Piso10A,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100475,Alcaldia La Estrella Piso10B,-75.64168,6.15765,La Estrella,El Dorado,,,,2020-11-13,Activa
100476,Sectorial Cabuyal,-75.61107,6.13071,Sabaneta,,,,,2020-12-15,Activa
100485,Drone DJI Mavic 2 Enterprise dual (A),-75.58864,6.25922,Medellin,,,,,2020-12-29,Activa
100486,CSAT3B  Bunker Fiscalía - Turbulencia,-75.57371,6.26851,Medellin,Caribe,05 Castilla,,,2020-12-17,Activa
100487,Antena - Bunker Fiscalia - None,-75.57371,6.26851,Medellin,Caribe,05 Castilla,,,2020-12-17,Activa
100488,Drone DJI Mavic 2 Enterprise dual (B),-75.58864,6.25922,Medellin,,,,,2020-12-29,Activa
100489,Camara Deslizamiento Hatillo ,-75.39276,6.41212,Barbosa,,,,Hatillo,2021-02-08,Activa
100490,Antena hatillo deslizamiento,-75.39269,6.41200,Barbosa,,,,,2021-02-08,Activa
100491,Antena hatillo deslizamiento,-75.39269,6.41200,Barbosa,,,,,2021-02-08,Inactiva
100492,Antena - Ecoparque Pan de Azucar - Torre SIATA,-75.53578,6.24965,Medellin,,,90 Santa Elena,,2021-02-16,Activa
100493,Cámara Deslizamiento El Pacífico,-75.53577,6.24965,Medellin,,,90 Santa Elena,,2021-02-16,Activa
100494,Camara termica FLIR Parque 3 Aguas- monitoreo de incendios-IR,-75.63523,6.09628,Caldas,,,,La Miel,2021-02-17,Activa
100495,Camara Animal X - Palmas,-75.56507,6.22624,Medellin,San Diego,10 La Candelaria,,,2021-03-05,Activa
100496,Camara deslizamiento La Valeria ,-75.64334,6.09161,Caldas,,,,La Valeria,2021-03-12,Activa
100497,Antena Deslizamiento Atavanza Rodeo Alto 1,-75.60488,6.20381,Medellin,La Hondonada,16 Belen,,,2021-03-26,Activa
100498,Camara Socavacion Metro Acevedo,-75.55783,6.30070,Medellin,La Francia,02 Santa Cruz,,,2021-03-23,Activa
100499,Antena deslizamiento Tierra Amarilla - Sectorial Sur,-75.65849,6.15345,La Estrella,,,,Tierra Amarilla,2021-03-24,Activa
100500,Camara Deslizamiento Tierra Amarilla,-75.65849,6.15345,La Estrella,,,,Tierra Amarilla,2021-03-24,Activa
100501,Camara Deslizamiento Metro Acevedo ,-75.55783,6.30070,Medellin,La Francia,02 Santa Cruz,,,2021-03-23,Activa
100502,Camara Deslizamiento Atavanza Rodeo Alto 1,-75.60488,6.20381,Medellin,La Hondonada,16 Belen,,,2021-03-26,Activa
100503,Camara Animal X - Via Las Palmas,-75.56491,6.22619,Medellin,San Diego,10 La Candelaria,,,2021-03-26,Activa
100504,Camara Deslizamiento Atavanza Rodeo Alto 2,-75.60415,6.20372,Medellin,La Hondonada,16 Belen,,,2021-03-26,Activa
100505,Antena Deslizamiento Atavanza Rodeo Alto 2,-75.60415,6.20372,Medellin,La Hondonada,16 Belen,,,2021-03-26,Activa
100506,Camara Potrerito 2,-75.58249,6.33075,Bello,,,,Potrerito,2021-06-29,Activa
100507,Ant los Gomez a tanque la Y,-75.61034,6.18992,Medellin,,,,,2021-05-23,Activa
100508,Ant tanques la Y a los Gomez ,-75.55071,6.18264,Envigado,,,,,2021-05-23,Activa
100509,Antena Pluvio Jalisco - La Candelaria,-75.59703,6.31430,Bello,,,,,2021-04-06,Activa
100510,Alcaldia  itagui ejec-piso 05B,-75.36310,6.10240,Itagui,,,,,2021-04-06,Activa
100511,Antena la Candelaria- Paradero Jalisco,-75.54250,6.29362,Medellin,,,,,2021-04-06,Activa
100512,Alcaldia de medellin piso 1A,-75.34250,6.14418,Medellin,,,,,2021-04-06,Activa
100513,Alcaldia de medellin piso 1B,-75.34250,6.14418,Medellin,,,,,2021-04-06,Activa
100514,Alcaldia  itagui jud-sotano 01A,-75.36320,6.10250,Itagui,,,,,2021-04-06,Activa
100515,Alcaldia  itagui leg-sotano 01A,-75.36310,6.10250,Itagui,,,,,2021-04-06,Activa
100516,Alcaldia  itagui ejec-sotano 01A,-75.36310,6.10240,Itagui,,,,,2021-04-06,Activa
100517,Alcaldia  itagui jud-Piso 06A,-75.36310,6.10250,Itagui,,,,,2021-04-06,Activa
100518,Alcaldia  itagui jud-Piso 06B,-75.36320,6.10250,Itagui,,,,,2021-04-06,Activa
100519,Alcaldia  itagui leg-piso 10A,-75.36310,6.10250,Itagui,,,,,2021-04-06,Activa
100520,Alcaldia  itagui leg-piso 10B,-75.36310,6.10250,Itagui,,,,,2021-04-06,Activa
100521,Alcaldia  itagui ejec-piso 05A,-75.36310,6.10240,Itagui,,,,,2021-04-06,Activa
100522,Ant radar meteo - Alcaldia itagui,-75.52877,6.19074,Medellin,,,,,2021-04-16,Activa
100523,Alcaldia de Medellin piso 1C,-75.34260,6.14400,Medellin,,,,,2021-04-16,Activa
100524,Alcaldia de Medellin piso 7A,-75.57220,6.24474,Medellin,,,,,2021-04-16,Activa
100525,Alcaldia de Medellin piso 7B,-75.57250,6.24373,Medellin,,,,,2021-04-16,Activa
100526,Alcaldia de Medellin piso 14A,-75.57364,6.24400,Medellin,,,,,2021-04-16,Activa
100527,Alcaldia de Medellin piso 14B,-75.57364,6.24400,Medellin,,,,,2021-04-16,Activa
100528,Alcal Itagui - Radar,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100529,Edif Concejo - Edif Alcaldia,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100530,Edif Alcaldia - Edif Concejo,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100531,Edif Fiscalia sur - Edif Consejo,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100532,Edif Consejo - Edif Fiscalia sur,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100533,Edif Consejo - Edif Fiscalia Norte,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100534,Edif Fiscalia Norte - Edif Consejo,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100535,Ant Shake San Antonio de prado a Radar,-75.66553,6.19249,Medellin,,,,,2021-05-23,Activa
100536,Shake CEDEPRO ,-75.63618,6.21950,Medellin,,,70 Altavista,Buga - Patio Bonito,2021-07-22,Activa
100537,Shake San Cristobal Travesias,-75.63656,6.29249,Medellin,,,60 San Cristobal,Travesias,2021-07-23,Activa
100538,Edif Consejo Alc Itagui,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100539,Edif Alc Itagui,-75.60894,6.17361,Itagui,,,,,2021-04-16,Activa
100540,Antena AMVA - Edificio Plaza La Libertad,-75.57398,6.24223,Medellin,Calle Nueva,10 La Candelaria,,,2021-10-15,Activa
100541,Antena Sectorial Torre Siata - Colegio Lusitania,-75.58867,6.25925,Medellin,Estadio,11 Laureles - Estadio,,,2021-10-21,Activa
100542,Ant Acelero metroacevedo a Amapolita,-75.55788,6.30155,Medellin,,,,,2021-05-23,Activa
100543,Antena Deslizamiento Primavera,-75.63264,6.06291,Caldas,,,,Primavera,2021-05-05,Activa
100544,Camara Deslizamiento Primavera ,-75.63264,6.06291,Caldas,,,,Primavera,2021-05-05,Activa
100545,Camara Deslizamiento Palmas Carulla,-75.56478,6.21753,Medellin,Castropol,14 El Poblado,,,2021-03-30,Inactiva
100546,Ant deslizamiento palmas carulla,-75.56478,6.21753,Medellin,,,,,2021-04-16,Activa
100547,Antena rodeo alto a Carulla palmas,-75.60461,6.20360,Medellin,,,,,2021-05-23,Activa
100548,Antena radar a rodeo alto,-75.52876,6.19085,Medellin,,,,,2021-05-23,Activa
100549,Antena sectorial Mega colegio,-75.58592,6.31037,Medellin,,,,,2021-05-23,Activa
100550,Antena Sectorial sur 2,-75.52896,6.19070,Medellin,,,,,2021-05-23,Activa
100551,Antena ITM Robledo a sectorial centro,-75.58886,6.27360,Medellin,,,,,2021-05-24,Activa
100552,Antena Metro Estrella a Radar,-75.62741,6.15231,La Estrella,,,,,2021-05-23,Inactiva
100553,TDR San Jose - Los Tanques,-75.66124,6.16771,La Estrella,,,80 San Antonio de Prado,San Jose,2021-04-30,Activa
